industry,occupation,yrs_qual,sex,highest_qual,area_of_study,influencing,negotiating,sector,workforce_change,no_subordinates,choose_hours,choose_method,job_quals,qual_needed,experience_needed,keeping_current,satisfaction,advising,instructing,problem_solving_quick,problem_solving_long,labour,manual_skill,computer,group_meetings,computer_level,monthly_salary
G,1,12,1,7,4,2,2,2,3,0,2,4,7,1,2,3,1,4,1,5,1,4,2,1,1,1,1745.8333333
C,9,12,1,7,1,1,1,1,1,0,3,4,7,1,1,4,2,1,4,4,1,5,5,1,1,1,2246.6666667
K,2,16,1,12,4,2,1,1,3,0,2,4,12,1,6,4,2,1,3,4,4,1,5,1,4,2,5416.6666667
Q,5,12,2,7,4,5,1,1,1,0,1,3,7,1,1,5,2,5,5,3,1,1,5,2,1,0,748.83333333
C,7,12,1,7,4,2,1,1,1,0,1,3,7,1,1,2,2,4,2,3,1,5,5,1,1,1,3806.8
H,9,12,1,7,1,1,1,1,3,0,1,2,7,1,5,5,2,1,1,5,2,5,5,1,4,1,2968.4
J,2,16,1,12,5,2,3,1,3,0,1,3,12,1,6,3,2,3,4,4,4,1,5,1,5,3,11666.666667
C,7,13,1,9,1,1,1,1,3,0,1,1,7,2,1,5,2,1,1,4,1,5,5,1,1,1,1780.0
S,2,18,1,13,3,5,2,3,3,1,3,3,12,1,6,4,1,4,4,4,3,2,2,1,1,1,7958.3333333
I,4,12,2,7,8,5,5,1,1,1,4,2,7,1,1,5,1,5,5,5,4,4,5,1,3,2,1646.6666667
F,4,18,2,13,3,1,1,1,3,0,5,2,12,1,3,1,2,2,1,2,3,1,1,1,1,2,2600.0
Q,3,13,2,9,4,5,5,3,3,0,1,4,9,1,3,5,2,5,5,4,4,5,5,1,1,2,2625.0
G,9,12,1,7,1,2,2,1,1,0,4,4,7,1,1,3,1,2,2,5,4,5,5,1,1,2,2058.3333333
N,5,6,2,2,0,1,1,1,2,1,1,5,1,1,1,2,1,5,2,2,1,5,5,2,1,0,2482.6666667
F,7,13,1,9,5,1,1,1,3,0,4,3,7,2,3,1,2,3,4,5,3,4,5,2,1,0,2166.6666667
A,8,12,1,7,1,5,4,1,3,0,1,4,7,1,5,1,2,5,1,5,5,5,5,2,1,0,2330.0
C,7,12,1,7,6,3,3,1,3,0,1,3,7,2,3,2,2,4,2,4,2,5,5,1,1,1,6429.3466667
K,3,14,2,11,4,4,5,1,1,0,3,3,7,1,6,5,1,5,5,5,5,1,5,1,4,2,5416.6666667
G,5,12,2,7,5,1,1,2,2,0,2,2,1,1,1,3,3,4,2,4,2,5,5,1,1,1,3113.3333333
Q,5,13,2,9,5,1,1,1,3,0,3,3,9,1,2,2,2,1,2,3,2,5,5,1,1,1,2166.6666667
P,5,14,1,11,6,5,1,2,3,0,1,3,7,1,4,2,1,1,1,5,3,5,5,1,1,1,3361.3333333
O,3,14,1,11,3,1,4,2,3,0,1,2,9,2,5,5,2,5,3,5,2,5,5,1,1,1,5833.3333333
H,3,16,1,12,6,3,1,1,1,1,2,3,12,2,6,4,1,4,5,4,1,5,5,1,1,1,14416.666667
P,2,16,2,12,2,5,4,2,3,1,2,3,12,1,1,5,2,4,5,5,4,3,5,1,2,2,2946.6666667
Q,5,16,2,12,2,5,5,3,1,0,5,3,7,1,1,5,1,5,2,5,5,5,5,1,1,1,2183.3333333
G,7,13,1,9,6,2,2,1,1,0,5,4,7,1,6,5,2,2,2,2,4,5,5,1,1,1,7211.6666667
O,3,16,1,12,4,5,5,2,3,0,2,4,7,1,1,3,2,4,3,5,4,4,5,1,1,2,6666.6666667
Q,5,14,2,11,5,5,5,1,1,0,2,3,3,2,1,2,2,1,1,4,2,5,5,2,1,0,866.75
F,3,13,1,9,6,4,1,1,2,0,3,3,9,1,6,2,4,5,4,5,4,2,5,1,2,3,10833.333333
Q,2,16,2,12,8,3,1,3,3,4,3,5,12,1,6,5,2,3,3,5,4,5,5,1,2,2,3333.3333333
A,9,9,1,3,0,1,1,2,2,0,1,1,1,1,1,2,2,1,2,1,1,5,5,1,1,1,1733.3333333
C,8,12,2,7,7,4,1,1,3,0,1,1,7,2,4,5,2,3,4,5,2,5,5,2,1,0,2020.8333333
G,5,16,2,12,4,5,1,1,1,0,4,3,7,1,3,4,1,5,1,2,2,2,5,1,1,2,884.0
P,2,16,2,12,2,5,5,2,1,0,1,3,12,1,1,1,1,5,5,5,4,5,5,1,1,1,3500.0
O,0,16,1,12,5,5,4,2,1,0,1,3,12,1,6,5,2,5,5,4,4,5,5,1,3,3,7250.0
C,8,13,2,9,8,1,1,1,3,0,1,1,7,2,1,1,5,2,2,2,1,5,5,2,1,0,2340.0
Q,2,19,2,13,8,5,3,1,2,2,2,3,11,1,5,5,3,5,2,5,3,5,5,1,1,1,5460.0
C,8,9,1,3,0,1,5,1,3,0,4,3,9,1,3,5,2,1,1,1,1,5,5,2,1,0,3120.0
G,5,12,2,7,4,5,5,1,1,0,1,3,7,2,1,5,3,5,5,1,1,5,5,1,1,1,1473.3333333
Q,3,14,2,11,8,5,2,3,2,0,5,5,11,2,5,3,1,5,4,3,4,5,2,1,1,2,2666.6666667
Q,3,14,2,11,5,5,5,2,1,0,1,4,12,2,5,4,2,5,3,5,2,1,5,1,3,2,3457.8333333
K,4,12,2,7,9,2,1,1,3,0,2,3,7,1,3,5,2,4,3,5,2,1,5,1,1,2,2000.0
F,3,13,2,9,4,5,1,1,3,0,3,5,12,2,5,5,2,5,3,5,4,1,5,1,5,2,5416.6666667
I,5,13,2,9,1,5,5,1,2,0,3,2,7,1,5,5,2,5,5,5,3,5,5,1,1,1,3208.3333333
H,3,16,2,12,2,3,3,1,3,0,3,3,11,3,4,5,1,4,2,5,4,1,5,1,1,2,2148.6666667
J,1,16,1,12,6,5,5,1,1,2,5,2,12,1,6,5,2,5,4,5,5,1,5,1,5,2,13750.0
Q,3,16,2,12,4,5,5,1,3,0,1,3,7,3,5,4,2,5,5,5,4,5,5,1,5,2,3333.3333333
P,5,12,2,7,4,5,5,2,2,0,1,4,7,1,5,5,3,5,5,5,1,4,5,2,1,0,1039.9666667
I,1,14,2,11,3,5,5,1,1,4,2,3,7,2,6,5,2,5,4,5,5,5,5,1,1,1,5000.0
O,5,12,2,7,4,4,5,1,3,3,1,3,7,1,1,2,2,1,3,2,2,5,5,2,1,0,1906.6666667
M,3,16,1,12,8,5,2,1,2,0,5,5,13,2,2,2,2,2,4,3,2,1,3,1,1,2,975.0
Q,2,14,2,11,8,5,5,3,3,0,3,3,11,1,1,3,1,5,5,5,5,5,5,1,1,1,4116.75
L,3,16,1,12,2,2,2,1,3,1,3,4,7,1,3,1,4,3,2,4,2,4,4,1,1,1,1841.6666667
O,5,14,1,11,4,5,5,2,3,0,3,3,12,3,1,5,2,5,2,5,5,5,5,1,3,1,7500.0
L,3,16,1,12,3,5,5,1,3,1,3,3,7,2,5,2,3,2,2,5,2,4,4,1,2,2,2916.6666667
I,1,14,2,11,4,5,2,1,3,3,3,3,7,2,1,5,3,5,5,5,3,4,5,1,3,2,2616.6666667
P,2,21,2,14,5,5,2,2,3,2,3,5,14,1,1,4,2,3,4,5,4,2,2,1,2,2,11666.666667
N,3,16,2,12,4,5,5,2,3,2,2,3,7,2,3,4,2,5,3,5,4,4,5,1,1,2,1940.0
R,3,18,2,13,3,5,5,2,3,4,3,3,12,1,5,2,1,5,4,5,4,2,3,1,5,2,4041.6666667
P,2,14,2,11,4,5,1,2,3,0,1,3,7,1,1,3,1,5,5,1,1,1,5,1,1,1,1833.3333333
I,3,14,1,11,8,5,5,1,3,1,3,4,7,1,5,5,3,5,5,4,1,5,5,2,1,0,2166.6666667
O,4,16,2,12,4,5,5,2,2,0,3,3,7,1,1,3,1,5,5,5,1,1,5,1,1,1,5655.0
C,1,14,1,11,4,5,4,2,3,1,3,3,12,3,4,5,2,5,5,3,2,4,4,1,4,3,7500.0
H,4,12,2,7,1,3,1,2,3,0,3,4,7,1,1,4,2,5,3,4,4,5,5,1,1,1,3500.0
I,5,9,1,3,0,1,1,1,3,1,2,5,2,1,5,5,1,4,4,4,2,5,5,2,1,0,2166.6666667
R,5,12,1,7,1,5,5,3,3,1,2,4,7,2,1,3,1,5,3,5,1,1,5,1,1,2,1976.0
G,5,16,2,12,3,5,5,1,3,0,4,3,7,1,3,4,3,5,2,5,4,1,5,2,1,0,2178.3333333
P,2,16,2,12,2,5,5,2,3,1,3,4,12,1,5,4,2,5,5,5,5,5,5,1,3,2,4583.3333333
C,8,12,1,7,1,5,5,1,3,0,1,5,7,2,1,4,2,5,5,5,5,5,5,2,1,0,2253.3333333
Q,9,9,2,3,0,5,5,1,3,0,1,5,3,3,5,5,3,5,5,5,5,5,5,2,1,0,2047.5
I,4,12,1,7,9,5,1,1,3,0,4,3,7,1,3,5,1,5,1,5,1,5,5,2,1,0,4166.6666667
G,5,16,1,12,2,5,1,1,3,4,3,3,7,3,6,5,1,4,3,5,3,5,5,1,2,2,5666.6666667
P,2,18,2,13,2,5,4,2,3,1,1,4,13,1,1,3,1,5,5,5,4,1,5,1,2,2,5083.3333333
F,3,13,2,9,4,3,2,1,3,1,1,5,7,3,6,1,2,4,4,4,3,1,5,1,3,2,2770.0
I,9,9,2,3,0,5,5,1,3,0,4,4,7,2,1,5,2,5,5,5,5,5,5,1,1,1,628.33333333
I,1,13,2,9,4,4,5,1,3,3,1,4,9,1,6,5,1,4,4,5,4,5,5,1,4,1,3783.3333333
H,1,16,1,12,4,5,4,1,1,1,3,3,12,1,5,3,2,5,4,5,4,2,5,1,4,3,7166.6666667
N,9,9,1,3,0,1,1,1,1,1,3,4,3,3,1,2,2,4,1,4,2,5,5,2,1,0,1950.0
I,5,18,2,13,4,5,1,1,1,0,1,2,1,1,3,4,3,4,3,5,1,5,5,2,1,0,762.66666667
C,3,16,1,12,5,5,5,1,3,3,2,4,12,1,6,3,2,5,3,5,4,5,5,1,3,2,5893.3333333
P,2,16,1,12,5,3,1,2,3,0,4,4,12,1,1,4,2,5,2,1,5,1,1,1,2,3,2500.0
C,8,12,1,7,6,2,3,1,3,0,2,4,7,2,3,1,2,4,3,5,4,4,4,1,1,2,3733.3333333
G,5,9,1,3,0,1,1,1,1,0,3,4,7,1,3,5,2,1,1,4,2,5,5,2,1,0,3323.3333333
N,4,12,2,7,4,1,2,1,3,0,2,2,7,3,3,4,2,3,2,1,5,5,5,1,3,2,2781.6666667
N,5,9,2,3,0,5,1,1,3,0,5,5,1,1,1,5,1,4,5,5,4,5,5,2,1,0,3466.6666667
I,9,12,2,7,1,4,3,2,3,0,4,5,3,2,1,5,2,2,5,3,1,5,5,1,1,1,1778.0
H,4,16,2,12,3,5,5,2,3,0,2,3,7,1,3,5,2,5,4,5,4,1,5,1,4,2,1083.3333333
F,9,12,1,7,6,5,5,1,3,1,5,5,7,1,1,5,2,5,4,4,3,5,5,2,1,0,4486.6666667
N,6,12,2,7,1,4,5,2,2,1,1,3,1,1,1,1,4,5,5,5,4,5,5,1,1,1,1916.6666667
N,2,16,1,12,4,4,5,1,1,0,4,4,12,3,6,5,1,4,3,4,5,1,5,1,5,3,10833.333333
J,2,18,1,13,2,1,1,1,1,0,3,3,12,2,6,3,2,1,4,5,5,1,5,1,1,1,7342.5
F,8,12,1,7,1,5,1,1,2,0,1,1,7,1,1,1,3,1,5,5,1,5,5,2,1,0,2925.0
R,3,16,2,12,5,1,1,3,3,0,1,2,12,2,3,3,2,2,2,4,4,5,5,1,2,2,832.0
P,2,18,1,13,2,5,5,2,3,0,2,3,12,1,5,3,2,5,5,5,5,2,5,1,2,2,5250.0
O,9,14,1,11,4,5,1,2,3,0,3,1,7,1,1,3,1,5,2,3,2,1,5,1,1,1,901.33333333
G,5,12,1,7,4,2,1,1,1,0,2,2,7,1,5,4,2,2,4,5,4,5,5,1,4,1,4985.0
F,8,9,1,3,0,1,1,1,3,0,1,2,1,1,6,1,1,5,2,5,1,5,5,2,1,0,3315.0
C,2,16,1,12,6,4,3,1,1,2,4,5,12,1,6,2,2,3,2,3,2,1,4,1,5,2,12916.666667
G,7,9,1,3,0,1,1,1,1,3,3,4,7,1,1,1,2,3,1,5,3,5,5,2,1,0,2591.3333333
Q,2,12,2,7,8,5,5,1,1,0,3,3,7,3,1,3,2,5,5,5,5,5,5,2,1,0,1646.6666667
O,2,12,2,7,1,5,5,2,2,0,3,4,7,1,3,5,2,5,5,4,3,3,3,1,1,2,6586.6666667
G,2,16,2,12,5,1,1,1,3,1,1,3,12,1,1,5,2,5,1,5,5,5,5,1,1,1,10058.333333
G,4,12,1,7,5,1,1,1,2,0,5,2,7,2,1,2,4,1,2,5,3,4,5,1,1,1,2080.0
Q,3,12,2,7,8,3,3,1,3,0,2,3,7,1,3,3,2,5,4,5,3,5,5,1,1,2,4333.3333333
L,8,12,1,7,1,1,1,1,3,0,2,4,7,1,5,1,2,2,1,4,1,5,5,1,1,1,1938.1333333
R,5,12,1,7,1,5,5,1,3,0,1,4,1,1,1,3,2,5,3,5,5,5,5,1,1,1,1560.0
Q,3,12,2,7,8,1,1,1,3,0,1,4,7,1,6,4,2,3,4,4,2,4,5,1,1,2,2823.3333333
I,5,12,1,7,1,5,1,1,1,0,3,1,7,2,1,2,3,5,4,5,2,5,5,1,1,1,650.0
N,8,12,1,7,1,3,1,3,3,0,2,5,7,1,5,3,2,3,4,3,4,4,5,1,1,1,1564.1666667
J,1,16,1,12,5,4,4,1,1,3,5,4,12,1,6,4,1,5,4,5,4,2,5,1,4,3,12500.0
R,5,12,1,7,1,1,2,1,2,0,1,3,1,1,3,4,2,4,2,5,3,5,5,1,1,1,1516.6666667
C,7,13,1,9,6,1,3,1,1,0,2,3,7,1,1,2,1,2,5,4,4,5,5,1,1,1,3790.0
Q,2,16,2,12,5,3,1,1,1,0,5,3,12,1,1,3,1,3,2,4,2,5,5,1,1,1,2080.0
H,9,18,2,13,2,5,1,1,2,0,1,3,7,2,3,5,4,5,5,2,3,5,5,1,1,1,2670.0
M,2,18,1,13,4,3,2,1,1,2,3,5,12,1,6,2,1,4,2,5,3,1,1,1,2,2,10333.333333
I,5,9,2,3,0,5,2,1,3,4,4,4,3,1,6,3,2,5,5,5,4,5,5,1,1,1,1421.3333333
J,2,18,2,13,5,3,3,1,3,1,3,4,12,1,6,5,1,3,3,5,3,2,5,1,2,3,10250.0
G,1,21,1,14,5,4,4,1,1,1,4,4,13,2,6,3,1,4,3,5,4,1,1,1,3,3,15833.333333
O,4,12,2,7,1,1,1,2,3,0,1,2,7,1,1,2,1,1,2,5,3,1,5,1,1,1,2916.6666667
E,2,12,2,7,1,5,5,1,3,0,4,3,7,1,3,3,2,5,5,5,4,1,5,1,1,2,5000.0
N,6,16,1,12,5,4,4,1,1,1,3,5,11,2,5,4,3,5,5,5,3,4,4,1,2,2,12500.0
J,2,18,1,13,6,4,4,1,2,0,3,4,12,1,6,5,3,4,2,5,3,2,5,1,4,3,11250.0
I,5,9,1,3,0,1,1,1,2,1,2,2,2,3,3,4,2,5,5,4,3,5,5,1,1,1,1794.0
C,3,16,1,12,4,5,5,1,3,4,3,5,12,1,6,4,2,5,5,5,5,4,5,1,2,2,8750.0
P,4,12,1,7,4,1,5,2,3,0,3,4,7,1,5,1,1,5,1,5,1,1,5,1,1,2,741.0
Q,2,14,2,11,8,1,1,3,1,0,2,3,12,2,3,4,2,5,3,5,3,5,5,1,2,1,6442.0
P,4,14,2,11,3,5,1,2,3,0,1,2,11,2,3,5,2,5,4,4,4,1,5,1,1,2,1337.9166667
C,3,12,2,7,8,5,1,1,3,2,1,4,7,3,4,5,2,5,4,5,1,5,5,2,1,0,2200.0
P,2,18,1,13,2,5,3,2,3,0,2,4,12,3,6,5,1,4,5,5,4,3,3,1,3,3,5416.6666667
J,2,12,2,7,4,4,2,1,3,0,1,2,7,1,3,4,1,2,1,4,4,2,5,1,4,2,2773.3333333
H,8,14,1,11,9,5,5,1,3,0,3,4,1,1,3,3,2,4,3,5,4,5,5,1,2,1,4350.0
C,8,12,1,7,1,2,2,1,3,0,1,5,7,1,3,4,3,2,3,4,3,5,5,1,1,1,2500.0
F,1,13,1,9,6,5,5,1,1,4,3,5,12,2,6,4,1,5,4,5,5,2,5,1,2,3,10083.333333
O,2,16,1,12,1,3,4,2,1,0,1,2,12,1,1,4,1,3,1,5,5,1,5,1,4,2,5833.3333333
C,8,12,1,7,6,1,1,2,3,0,2,1,11,1,5,4,2,1,3,5,3,5,5,2,1,0,8000.0
Q,5,13,2,9,8,1,1,1,3,0,3,1,7,1,1,1,2,1,1,4,1,5,2,1,1,1,1005.3333333
G,5,12,2,7,1,5,2,1,1,0,5,3,7,1,4,4,2,2,4,5,3,5,2,1,1,1,1905.96
H,8,12,1,7,6,1,5,1,1,0,3,1,7,2,5,5,2,4,1,5,3,5,5,2,1,0,6066.6666667
S,5,18,2,13,4,5,5,1,3,0,5,5,11,2,4,5,2,5,5,4,4,4,4,1,1,1,2500.0
J,4,16,2,12,3,4,2,1,2,0,2,2,12,2,4,5,2,5,4,5,5,1,5,1,5,2,4500.0
D,8,13,1,9,2,1,1,2,2,0,1,2,9,1,2,1,2,1,2,2,2,1,5,1,1,1,5525.0
G,5,9,2,3,0,5,5,2,2,2,1,3,1,1,5,4,2,5,5,4,5,5,5,1,1,1,1408.3333333
D,5,14,1,11,4,2,1,1,1,1,3,5,7,3,1,4,1,5,5,5,5,1,5,1,2,3,8988.2
F,7,12,1,7,1,1,1,2,3,0,4,5,1,2,3,4,3,3,1,5,3,5,5,1,1,1,1733.3333333
M,2,18,2,13,5,3,3,1,3,0,5,4,13,1,6,3,1,4,2,2,4,1,5,1,1,2,2979.1666667
F,7,12,1,7,1,1,1,1,3,0,1,3,7,1,4,5,1,1,1,5,3,5,5,2,1,0,1516.6666667
P,2,16,2,12,2,5,5,1,1,0,1,3,12,1,3,4,1,5,5,5,4,5,4,1,5,2,3250.0
Q,1,19,1,13,4,5,5,3,3,3,5,5,12,3,6,4,1,5,4,5,4,1,5,1,3,1,8333.3333333
C,7,13,1,9,6,1,1,1,2,0,2,3,9,1,1,5,1,5,2,5,5,4,5,1,1,1,3120.0
G,1,14,1,11,6,5,5,1,1,1,3,3,7,2,1,5,3,5,5,5,5,5,5,1,5,1,866.66666667
O,4,16,2,12,3,1,1,2,3,0,3,3,12,2,3,3,4,4,3,4,2,1,5,1,1,2,1455.6533333
T,9,12,1,7,1,4,4,1,3,0,3,4,7,2,5,5,3,5,1,5,3,4,5,2,1,0,3466.6666667
Q,2,18,2,13,8,5,3,3,3,1,3,5,13,1,4,4,2,5,5,5,4,3,5,1,1,3,12083.333333
P,5,12,2,7,4,4,5,1,2,4,5,5,9,2,6,5,3,5,5,5,2,5,5,2,1,0,3358.4166667
P,2,13,2,9,2,5,5,3,3,0,2,4,9,3,5,5,1,5,5,5,4,5,5,2,1,0,1916.6666667
Q,3,13,2,9,8,1,1,1,3,0,4,4,9,1,4,2,2,1,2,5,2,5,5,1,1,1,4333.3333333
G,4,12,2,7,4,1,1,1,3,0,1,3,7,1,6,4,2,1,3,2,3,1,5,1,1,1,5893.3333333
M,3,13,2,9,7,2,1,1,3,0,2,3,7,1,2,3,2,5,3,4,2,4,5,1,2,2,2178.3333333
J,1,16,1,12,6,5,5,1,3,1,5,5,12,2,3,5,1,5,4,5,4,4,5,1,3,3,12500.0
Q,3,12,2,7,8,4,1,1,2,0,5,2,11,2,3,5,1,4,5,3,1,1,5,1,1,1,299.0
R,4,12,2,7,4,5,1,2,3,0,2,3,7,2,1,2,2,1,1,2,1,4,1,1,1,1,987.5
E,3,18,1,13,6,4,4,2,2,2,3,4,12,2,5,4,3,4,2,5,4,1,1,1,3,2,12583.333333
P,2,18,2,13,2,5,5,2,3,0,2,3,12,3,1,5,1,5,5,5,4,5,5,1,2,1,4083.3333333
G,3,12,2,7,4,1,1,1,3,0,3,2,7,1,2,5,1,2,1,2,1,1,4,1,4,1,3180.0
G,5,14,2,11,9,3,1,1,3,0,1,1,3,2,3,1,4,3,2,1,1,5,5,2,1,0,1430.0
G,5,12,1,7,1,5,1,1,3,0,3,4,7,1,2,4,2,5,2,4,1,1,5,1,1,1,442.0
Q,3,9,2,3,0,4,1,2,3,0,1,1,7,3,3,5,1,5,4,5,4,5,5,1,1,2,1993.3333333
I,5,12,1,7,4,1,1,1,3,0,3,4,7,1,4,1,2,2,2,3,1,5,5,2,1,0,1430.0
G,9,12,1,7,1,1,1,1,2,0,1,1,7,1,1,5,2,1,1,1,1,5,1,2,1,0,1729.0
G,7,14,1,11,7,1,1,1,3,0,2,3,9,1,3,4,2,4,1,5,5,5,5,2,1,0,4916.6666667
G,3,12,2,7,1,5,4,1,3,1,1,3,7,1,5,3,2,5,2,5,4,1,5,1,1,2,2000.0
Q,2,16,2,12,8,1,1,3,3,0,1,4,13,2,1,3,2,4,3,5,3,5,4,1,1,2,4516.6666667
C,8,16,1,12,1,3,4,1,3,0,4,5,7,1,5,5,1,4,4,4,3,4,5,1,2,1,4583.3333333
P,2,18,2,13,4,5,1,2,3,0,3,4,13,1,6,3,2,5,5,2,3,1,5,1,2,2,3900.0
K,2,16,1,12,5,4,3,1,3,0,3,4,12,1,3,5,2,4,4,3,4,1,1,1,2,3,9416.6666667
Q,4,16,2,12,5,1,1,2,3,0,2,3,12,2,2,5,4,4,1,5,3,1,2,1,1,2,2083.3333333
S,5,14,2,11,1,5,1,1,3,0,2,3,7,2,5,4,3,5,1,5,1,5,5,1,1,1,1410.5
Q,2,14,2,11,8,5,5,2,3,0,2,4,11,1,5,3,2,4,3,5,5,5,5,1,3,1,7333.3333333
H,8,12,1,7,3,1,1,2,2,0,3,3,7,1,3,4,1,1,4,5,5,5,5,1,1,1,2138.3333333
C,7,12,1,7,6,5,1,1,2,0,1,2,7,1,6,5,2,5,5,5,4,5,5,1,1,1,5416.6666667
G,5,12,2,7,4,5,5,1,2,0,3,5,7,3,6,4,2,4,4,4,5,4,5,1,1,1,3776.6666667
G,5,16,2,12,4,5,4,1,1,0,2,4,7,1,1,5,2,5,4,5,1,1,5,1,5,1,3333.3333333
J,1,18,1,13,2,5,5,1,3,4,3,3,12,1,5,5,1,5,5,5,5,4,5,1,5,2,10833.333333
S,9,12,2,7,1,1,2,1,3,0,1,2,7,1,1,5,2,2,3,5,4,5,5,2,1,0,1775.0
G,9,14,1,11,4,5,5,1,3,0,4,2,7,2,3,4,2,5,1,5,1,5,5,1,1,1,870.83333333
F,3,13,1,9,1,4,4,1,1,2,2,4,7,2,3,5,1,2,5,4,2,5,5,1,1,1,8146.6666667
O,3,16,1,12,6,2,1,2,1,0,4,4,12,2,5,5,2,4,2,5,3,1,1,1,4,3,10166.666667
H,8,9,1,3,0,2,1,2,2,0,2,4,7,1,1,1,1,5,3,5,2,4,5,2,1,0,2584.0
I,5,13,2,9,9,5,5,1,3,0,3,4,7,2,1,5,1,2,4,5,1,5,5,2,1,0,1300.0
C,2,16,2,12,4,3,3,1,1,0,4,4,12,1,6,4,2,5,3,5,4,1,2,1,5,2,12500.0
R,1,18,2,13,8,3,2,1,3,3,4,4,12,2,6,3,1,5,5,5,3,4,5,1,4,2,3500.0
C,3,13,1,9,5,2,4,1,3,1,3,2,9,1,6,2,3,3,3,2,2,5,5,1,2,2,6541.6666667
P,2,18,2,13,2,5,5,2,3,0,1,3,12,1,1,2,3,2,2,5,4,2,5,1,1,2,68553.33
Q,5,14,2,11,2,1,2,3,3,0,3,3,7,1,1,4,2,2,3,5,4,5,5,1,1,1,2910.0
F,4,12,2,7,8,1,1,1,3,0,5,5,7,1,5,2,1,1,1,2,2,1,1,1,1,2,1363.3333333
Q,3,12,2,7,4,1,1,1,3,0,1,3,11,1,3,2,2,4,3,5,2,1,1,1,1,2,2123.3333333
J,3,16,2,12,3,5,5,1,2,0,2,2,7,1,4,5,3,3,3,5,5,1,5,1,5,2,4473.3333333
I,9,6,2,1,0,1,1,1,2,0,3,4,2,2,3,5,2,3,2,4,2,5,5,2,1,0,2374.6666667
I,9,12,2,7,1,5,1,1,2,0,1,1,7,1,1,5,3,5,2,5,2,5,5,1,1,1,1755.0
O,1,12,2,7,4,5,5,2,3,0,1,1,7,1,3,5,2,5,2,3,2,1,1,1,1,1,189.0
N,1,16,1,12,4,4,2,2,3,3,3,2,12,3,3,4,2,5,4,5,4,2,2,1,1,2,4666.6666667
G,9,12,2,7,4,1,2,1,2,0,5,2,3,1,2,5,1,5,3,4,4,5,5,2,1,0,1300.0
Q,3,12,2,7,8,2,1,2,1,0,1,3,7,1,5,2,2,3,2,5,2,1,5,1,1,1,2513.3333333
P,2,16,2,12,2,5,3,2,2,0,2,5,12,3,4,2,2,5,5,5,4,2,5,1,3,2,4375.0
N,9,12,1,7,1,1,1,1,3,0,2,3,7,2,3,3,3,2,1,3,1,5,5,2,1,0,1560.0
J,9,12,2,7,1,1,2,1,3,0,1,1,7,1,3,5,4,4,4,3,3,5,5,1,2,1,583.33333333
I,5,12,2,7,4,1,1,1,3,0,3,2,3,2,6,3,2,3,4,5,4,5,5,2,1,0,1560.0
P,2,18,1,13,4,5,5,2,3,3,3,4,13,1,6,5,1,5,5,5,4,3,5,1,5,2,4166.6666667
Q,3,13,2,9,8,5,5,1,3,0,5,3,9,1,1,5,2,5,1,4,2,5,5,2,1,0,1321.5833333
Q,2,14,2,11,9,5,3,1,3,1,3,5,12,1,6,4,1,5,3,5,1,2,5,1,2,1,5841.6666667
I,9,12,1,7,1,1,4,1,1,0,3,5,3,1,1,5,3,5,5,5,4,5,5,1,1,1,650.0
I,5,12,2,7,2,4,5,1,1,0,4,3,7,2,3,2,3,1,3,5,1,5,5,1,4,2,585.0
H,9,12,2,7,4,4,1,1,2,2,4,3,7,2,1,1,1,2,4,5,3,5,5,1,3,1,662.5
H,9,12,2,7,1,1,5,1,3,0,2,3,7,2,1,5,1,5,4,5,4,5,5,1,1,1,1787.2666667
C,3,14,1,11,6,5,5,1,3,2,1,4,9,1,5,5,2,3,4,5,5,5,5,1,1,1,7022.5
G,15,12,2,7,1,2,1,1,3,0,3,3,7,1,3,2,2,5,1,2,2,3,5,1,1,1,1637.8333333
N,5,9,1,3,0,1,3,1,1,1,4,5,7,3,3,5,3,1,3,2,1,5,5,2,1,0,624.0
H,4,12,1,7,4,1,1,1,3,0,3,5,1,1,1,1,1,5,5,4,1,1,1,2,1,0,526.58666667
P,5,16,2,12,2,1,1,2,2,0,1,2,12,1,5,3,1,3,5,5,2,1,1,1,1,2,4166.6666667
J,3,12,1,7,8,4,3,1,3,0,4,3,7,1,1,5,2,4,4,5,3,1,5,1,1,1,1365.0
C,8,13,1,9,6,4,2,1,3,2,2,3,7,1,2,5,3,2,4,5,3,5,5,1,1,1,4433.3333333
Q,5,12,2,7,4,1,1,1,3,0,1,1,7,1,1,4,3,2,1,2,3,5,5,2,1,0,1042.0833333
R,3,13,1,9,8,5,3,1,2,0,4,3,9,1,5,4,2,3,2,3,2,5,5,1,1,2,8841.6666667
O,5,12,1,7,1,3,3,2,3,0,1,3,7,1,1,2,2,4,2,5,1,5,5,1,1,1,1833.3333333
I,5,12,2,7,1,5,2,1,2,0,3,3,7,1,5,3,4,5,3,4,1,5,5,1,1,1,1800.0
R,5,13,1,9,6,5,1,1,3,0,2,3,7,2,3,3,3,5,4,5,3,5,5,1,1,1,1733.3333333
S,4,13,2,9,9,3,3,1,3,0,5,2,9,1,5,1,1,4,3,4,2,1,5,1,2,2,747.5
I,5,12,2,7,4,5,1,1,3,0,2,3,7,2,3,5,2,5,2,4,3,5,5,2,1,0,1300.0
I,1,13,2,9,8,4,1,1,3,2,3,3,7,2,5,5,2,2,3,5,2,3,4,1,1,2,1733.3333333
J,2,16,1,12,5,5,4,1,1,1,3,3,12,2,6,4,2,5,4,5,4,1,5,1,5,3,5750.0
